,Country,EdLevel,YearsCodePro,Salary,Age
56668,Australia,Bachelor’s degree,6.0,104891.0,25-34 years old
56669,Mexico,Bachelor’s degree,5.0,31032.0,25-34 years old
56670,Brazil,Less than a Bachelors,1.0,10440.0,18-24 years old
56673,Australia,Less than a Bachelors,4.0,70150.0,18-24 years old
56674,UK,Master’s degree,12.0,69800.0,35-44 years old
56677,UK,Bachelor’s degree,10.0,129259.0,35-44 years old
56678,USA,Bachelor’s degree,2.0,90000.0,25-34 years old
56680,USA,Bachelor’s degree,20.0,180000.0,35-44 years old
56683,Canada,Less than a Bachelors,15.0,90758.0,35-44 years old
56685,India,Bachelor’s degree,3.0,34904.0,25-34 years old
56686,USA,Master’s degree,15.0,200000.0,35-44 years old
56687,UK,Post grad,7.0,74970.0,35-44 years old
56688,Turkey,Bachelor’s degree,0.5,21696.0,35-44 years old
56690,USA,Less than a Bachelors,2.0,65000.0,25-34 years old
56692,USA,Bachelor’s degree,10.0,133000.0,25-34 years old
56696,USA,Post grad,12.0,190000.0,35-44 years old
56699,Canada,Less than a Bachelors,5.0,50673.0,25-34 years old
56700,USA,Bachelor’s degree,15.0,105000.0,45-54 years old
56706,Brazil,Less than a Bachelors,10.0,28308.0,25-34 years old
56710,Australia,Less than a Bachelors,7.0,86853.0,18-24 years old
56711,USA,Bachelor’s degree,16.0,180000.0,35-44 years old
56713,New Zealand,Bachelor’s degree,12.0,146947.0,35-44 years old
56717,USA,Less than a Bachelors,2.0,80000.0,25-34 years old
56718,USA,Less than a Bachelors,5.0,50000.0,18-24 years old
56719,USA,Less than a Bachelors,4.0,115000.0,35-44 years old
56720,Brazil,Master’s degree,1.0,17040.0,25-34 years old
56722,USA,Bachelor’s degree,7.0,60000.0,25-34 years old
56723,USA,Less than a Bachelors,2.0,84000.0,35-44 years old
56724,Ruassia,Bachelor’s degree,4.0,15096.0,18-24 years old
56730,USA,Master’s degree,8.0,150000.0,25-34 years old
56731,UK,Bachelor’s degree,12.0,116333.0,35-44 years old
56732,UK,Bachelor’s degree,7.0,60106.0,25-34 years old
56733,Brazil,Post grad,12.0,87960.0,25-34 years old
56736,Australia,Bachelor’s degree,6.0,66810.0,25-34 years old
56737,Poland,Bachelor’s degree,11.0,82008.0,25-34 years old
56740,Brazil,Bachelor’s degree,20.0,82464.0,35-44 years old
56741,USA,Master’s degree,7.0,143000.0,25-34 years old
56743,Australia,Less than a Bachelors,10.0,76831.0,25-34 years old
56750,New Zealand,Bachelor’s degree,1.0,51112.0,18-24 years old
56752,Australia,Bachelor’s degree,20.0,66810.0,35-44 years old
56754,USA,Less than a Bachelors,4.0,100000.0,35-44 years old
56756,Australia,Bachelor’s degree,11.0,133619.0,25-34 years old
56764,UK,Bachelor’s degree,21.0,109871.0,35-44 years old
56766,USA,Bachelor’s degree,4.0,44000.0,18-24 years old
56767,USA,Master’s degree,8.0,130000.0,25-34 years old
56770,USA,Bachelor’s degree,17.0,120000.0,35-44 years old
56771,USA,Master’s degree,6.0,85000.0,25-34 years old
56773,USA,Bachelor’s degree,4.0,138000.0,25-34 years old
56774,Australia,Bachelor’s degree,15.0,78104.0,45-54 years old
56776,Germany,Master’s degree,12.0,77831.0,35-44 years old
56786,USA,Less than a Bachelors,30.0,120000.0,45-54 years old
56792,France,Post grad,0.5,33727.0,35-44 years old
56793,Canada,Master’s degree,10.0,86976.0,25-34 years old
56799,Australia,Bachelor’s degree,6.0,60129.0,25-34 years old
56800,Australia,Master’s degree,6.0,66142.0,35-44 years old
56801,USA,Bachelor’s degree,30.0,170000.0,45-54 years old
56802,Australia,Bachelor’s degree,4.0,66810.0,25-34 years old
56808,USA,Bachelor’s degree,33.0,125000.0,45-54 years old
56809,UK,Bachelor’s degree,23.0,90482.0,35-44 years old
56811,New Zealand,Bachelor’s degree,7.0,60695.0,25-34 years old
56813,New Zealand,Bachelor’s degree,8.0,31945.0,25-34 years old
56816,New Zealand,Bachelor’s degree,5.0,77307.0,25-34 years old
56819,Canada,Bachelor’s degree,8.0,71093.0,35-44 years old
56823,Argentina,Less than a Bachelors,21.0,36984.0,35-44 years old
56825,USA,Less than a Bachelors,15.0,94000.0,25-34 years old
56827,Portugal,Master’s degree,10.0,48644.0,25-34 years old
56829,Argentina,Less than a Bachelors,8.0,30000.0,25-34 years old
56830,Brazil,Less than a Bachelors,4.0,38713.0,25-34 years old
56831,Brazil,Post grad,10.0,28308.0,25-34 years old
56840,Argentina,Less than a Bachelors,23.0,72012.0,35-44 years old
56841,Brazil,Bachelor’s degree,12.0,41232.0,35-44 years old
56842,New Zealand,Bachelor’s degree,7.0,85613.0,25-34 years old
56845,USA,Bachelor’s degree,11.0,135000.0,35-44 years old
56849,China,Bachelor’s degree,4.0,30007.0,25-34 years old
56853,USA,Master’s degree,7.0,90000.0,35-44 years old
56855,USA,Bachelor’s degree,5.0,110000.0,25-34 years old
56857,Brazil,Bachelor’s degree,4.0,49476.0,25-34 years old
56858,USA,Bachelor’s degree,10.0,150000.0,25-34 years old
56860,Canada,Bachelor’s degree,8.0,60505.0,25-34 years old
56862,Canada,Master’s degree,6.0,113447.0,35-44 years old
56865,India,Bachelor’s degree,16.0,50262.0,35-44 years old
56868,USA,Bachelor’s degree,14.0,120000.0,35-44 years old
56877,Argentina,Less than a Bachelors,6.0,25296.0,35-44 years old
56878,USA,Bachelor’s degree,1.0,81000.0,18-24 years old
56881,USA,Bachelor’s degree,4.0,168000.0,25-34 years old
56882,USA,Less than a Bachelors,21.0,190000.0,35-44 years old
56883,USA,Less than a Bachelors,16.0,100000.0,25-34 years old
56886,USA,Bachelor’s degree,8.0,125000.0,25-34 years old
56888,Brazil,Bachelor’s degree,3.0,27492.0,25-34 years old
56889,Iran,Master’s degree,7.0,71256.0,25-34 years old
56893,USA,Bachelor’s degree,28.0,110000.0,35-44 years old
56895,Canada,Bachelor’s degree,10.0,83194.0,35-44 years old
56899,USA,Less than a Bachelors,6.0,120000.0,35-44 years old
56901,USA,Master’s degree,13.0,112000.0,35-44 years old
56904,USA,Bachelor’s degree,19.0,130000.0,35-44 years old
56907,Canada,Master’s degree,16.0,60505.0,25-34 years old
56911,USA,Bachelor’s degree,37.0,175000.0,55-64 years old
56912,USA,Less than a Bachelors,15.0,78000.0,35-44 years old
56914,USA,Bachelor’s degree,2.0,130000.0,25-34 years old
56915,Canada,Less than a Bachelors,8.0,94539.0,35-44 years old
56917,USA,Bachelor’s degree,10.0,130000.0,35-44 years old
56919,USA,Bachelor’s degree,0.5,63000.0,18-24 years old
56922,USA,Bachelor’s degree,2.0,140000.0,18-24 years old
56923,Canada,Bachelor’s degree,6.0,102102.0,25-34 years old
56924,Brazil,Bachelor’s degree,4.0,19236.0,18-24 years old
56925,USA,Bachelor’s degree,18.0,125000.0,35-44 years old
56927,New Zealand,Bachelor’s degree,36.0,51112.0,45-54 years old
56930,USA,Less than a Bachelors,8.0,104000.0,35-44 years old
56931,USA,Less than a Bachelors,16.0,105000.0,35-44 years old
56932,USA,Bachelor’s degree,5.0,62000.0,25-34 years old
56933,USA,Bachelor’s degree,41.0,150000.0,55-64 years old
56935,USA,Bachelor’s degree,4.0,90000.0,25-34 years old
56936,Canada,Bachelor’s degree,26.0,170170.0,45-54 years old
56940,USA,Bachelor’s degree,25.0,128500.0,45-54 years old
56943,New Zealand,Post grad,29.0,127780.0,45-54 years old
56944,USA,Bachelor’s degree,16.0,110000.0,35-44 years old
56946,Canada,Less than a Bachelors,20.0,68068.0,45-54 years old
56950,USA,Master’s degree,2.0,67000.0,25-34 years old
56951,USA,Master’s degree,6.0,150000.0,25-34 years old
56952,USA,Master’s degree,8.0,80000.0,25-34 years old
56955,Brazil,Master’s degree,20.0,54972.0,35-44 years old
56956,Australia,Less than a Bachelors,15.0,136960.0,45-54 years old
56957,Australia,Bachelor’s degree,8.0,63336.0,35-44 years old
56959,USA,Bachelor’s degree,6.0,160000.0,25-34 years old
56962,USA,Bachelor’s degree,22.0,100000.0,45-54 years old
56963,Canada,Bachelor’s degree,7.0,49160.0,25-34 years old
56965,USA,Bachelor’s degree,4.0,125000.0,25-34 years old
56969,Canada,Less than a Bachelors,16.0,173952.0,35-44 years old
56970,Canada,Less than a Bachelors,8.0,56723.0,25-34 years old
56971,China,Bachelor’s degree,19.0,82020.0,35-44 years old
56972,Canada,Master’s degree,12.0,170927.0,25-34 years old
56973,Australia,Bachelor’s degree,11.0,86900.0,25-34 years old
56976,Canada,Master’s degree,25.0,151263.0,45-54 years old
56980,USA,Post grad,18.0,145000.0,35-44 years old
56986,USA,Bachelor’s degree,2.0,86000.0,25-34 years old
56987,USA,Less than a Bachelors,27.0,158000.0,45-54 years old
56988,Canada,Bachelor’s degree,9.0,121010.0,25-34 years old
56990,USA,Bachelor’s degree,22.0,85000.0,35-44 years old
56991,USA,Bachelor’s degree,5.0,89500.0,25-34 years old
56992,Canada,Master’s degree,11.0,113447.0,35-44 years old
56995,USA,Bachelor’s degree,15.0,120000.0,35-44 years old
56997,Australia,Bachelor’s degree,3.0,70150.0,25-34 years old
56999,Canada,Master’s degree,9.0,151263.0,25-34 years old
57002,Canada,Less than a Bachelors,2.0,75631.0,18-24 years old
57003,Argentina,Master’s degree,11.0,16219.0,35-44 years old
57004,USA,Bachelor’s degree,3.0,165000.0,25-34 years old
57007,Argentina,Master’s degree,10.0,84000.0,45-54 years old
57010,Canada,Bachelor’s degree,7.0,113447.0,25-34 years old
57013,Mexico,Bachelor’s degree,2.0,17448.0,25-34 years old
57015,USA,Bachelor’s degree,11.0,160000.0,25-34 years old
57017,USA,Master’s degree,20.0,195000.0,45-54 years old
57021,USA,Master’s degree,12.0,125000.0,35-44 years old
57022,China,Bachelor’s degree,11.0,34294.0,25-34 years old
57026,USA,Bachelor’s degree,8.0,130000.0,25-34 years old
57029,India,Bachelor’s degree,1.0,23735.0,18-24 years old
57034,USA,Bachelor’s degree,19.0,117000.0,35-44 years old
57035,Brazil,Bachelor’s degree,5.0,32988.0,25-34 years old
57036,USA,Less than a Bachelors,12.0,120000.0,25-34 years old
57038,Germany,Master’s degree,11.0,81074.0,25-34 years old
57040,USA,Bachelor’s degree,5.0,103000.0,25-34 years old
57041,USA,Bachelor’s degree,5.0,185000.0,25-34 years old
57047,USA,Bachelor’s degree,26.0,195000.0,45-54 years old
57048,USA,Less than a Bachelors,15.0,146000.0,35-44 years old
57053,USA,Less than a Bachelors,11.0,85000.0,25-34 years old
57054,USA,Bachelor’s degree,23.0,185000.0,35-44 years old
57059,China,Bachelor’s degree,3.0,20580.0,25-34 years old
57068,USA,Bachelor’s degree,11.0,172000.0,25-34 years old
57069,USA,Bachelor’s degree,3.0,109695.0,25-34 years old
57070,USA,Bachelor’s degree,0.5,120000.0,18-24 years old
57074,USA,Bachelor’s degree,6.0,200000.0,25-34 years old
57079,USA,Bachelor’s degree,30.0,200000.0,55-64 years old
57081,USA,Bachelor’s degree,7.0,139000.0,25-34 years old
57082,USA,Bachelor’s degree,4.0,90000.0,18-24 years old
57085,USA,Bachelor’s degree,11.0,130000.0,25-34 years old
57086,USA,Bachelor’s degree,2.0,80000.0,18-24 years old
57087,USA,Bachelor’s degree,8.0,105000.0,25-34 years old
57088,India,Bachelor’s degree,1.0,12217.0,18-24 years old
57091,USA,Master’s degree,5.0,140000.0,35-44 years old
57095,USA,Less than a Bachelors,25.0,167000.0,55-64 years old
57096,USA,Bachelor’s degree,10.0,130000.0,45-54 years old
57097,USA,Bachelor’s degree,4.0,89146.0,25-34 years old
57098,USA,Bachelor’s degree,35.0,130000.0,55-64 years old
57101,USA,Master’s degree,21.0,120000.0,35-44 years old
57102,USA,Bachelor’s degree,11.0,115000.0,25-34 years old
57103,USA,Bachelor’s degree,5.0,180000.0,25-34 years old
57106,USA,Bachelor’s degree,11.0,162000.0,25-34 years old
57108,USA,Bachelor’s degree,10.0,115000.0,35-44 years old
57111,USA,Master’s degree,10.0,98000.0,25-34 years old
57112,USA,Bachelor’s degree,10.0,200000.0,25-34 years old
57114,USA,Less than a Bachelors,12.0,86400.0,25-34 years old
57122,Canada,Bachelor’s degree,7.0,65799.0,35-44 years old
57125,USA,Bachelor’s degree,0.5,40000.0,25-34 years old
57128,USA,Bachelor’s degree,4.0,130000.0,25-34 years old
57135,Australia,Bachelor’s degree,19.0,90193.0,45-54 years old
57136,USA,Bachelor’s degree,9.0,200000.0,25-34 years old
57138,USA,Bachelor’s degree,7.0,170000.0,25-34 years old
57139,USA,Bachelor’s degree,16.0,130000.0,35-44 years old
57141,USA,Less than a Bachelors,8.0,135000.0,35-44 years old
57142,USA,Bachelor’s degree,2.0,150000.0,25-34 years old
57143,India,Master’s degree,1.0,34904.0,25-34 years old
57145,USA,Bachelor’s degree,1.0,58000.0,25-34 years old
57147,USA,Post grad,4.0,153000.0,35-44 years old
57150,USA,Bachelor’s degree,9.0,135000.0,25-34 years old
57151,USA,Master’s degree,23.0,150000.0,35-44 years old
57153,USA,Bachelor’s degree,10.0,140000.0,25-34 years old
57158,Brazil,Master’s degree,3.0,24744.0,25-34 years old
57159,New Zealand,Master’s degree,13.0,96474.0,35-44 years old
57160,Canada,Master’s degree,23.0,68068.0,45-54 years old
57163,USA,Master’s degree,4.0,115000.0,35-44 years old
57164,Canada,Bachelor’s degree,12.0,128573.0,35-44 years old
57165,Australia,Less than a Bachelors,1.0,30064.0,18-24 years old
57171,USA,Bachelor’s degree,29.0,150000.0,45-54 years old
57173,Mexico,Bachelor’s degree,6.0,45252.0,25-34 years old
57174,USA,Post grad,6.0,115000.0,35-44 years old
57175,USA,Master’s degree,20.0,110000.0,35-44 years old
57179,USA,Bachelor’s degree,10.0,43000.0,35-44 years old
57182,Canada,Post grad,14.0,63530.0,35-44 years old
57187,USA,Less than a Bachelors,18.0,132000.0,45-54 years old
57190,Australia,Bachelor’s degree,8.0,86853.0,25-34 years old
57192,New Zealand,Bachelor’s degree,10.0,79862.0,25-34 years old
57193,India,Bachelor’s degree,10.0,20105.0,35-44 years old
57195,USA,Less than a Bachelors,4.0,125000.0,35-44 years old
57197,USA,Bachelor’s degree,5.0,160000.0,25-34 years old
57198,USA,Post grad,4.0,130000.0,25-34 years old
57199,USA,Less than a Bachelors,3.0,73000.0,25-34 years old
57200,USA,Less than a Bachelors,15.0,85000.0,35-44 years old
57201,USA,Bachelor’s degree,3.0,95000.0,25-34 years old
57202,USA,Bachelor’s degree,4.0,115000.0,25-34 years old
57207,USA,Post grad,2.0,70000.0,25-34 years old
57208,India,Bachelor’s degree,10.0,23316.0,35-44 years old
57210,USA,Bachelor’s degree,3.0,112000.0,18-24 years old
57211,USA,Less than a Bachelors,4.0,70000.0,25-34 years old
57212,Australia,Bachelor’s degree,16.0,92197.0,35-44 years old
57214,USA,Bachelor’s degree,26.0,128000.0,35-44 years old
57215,Australia,Bachelor’s degree,25.0,114645.0,45-54 years old
57218,USA,Master’s degree,11.0,150000.0,35-44 years old
57219,USA,Bachelor’s degree,9.0,97000.0,25-34 years old
57220,USA,Bachelor’s degree,5.0,170000.0,25-34 years old
57221,USA,Master’s degree,15.0,150000.0,35-44 years old
57225,USA,Bachelor’s degree,3.0,90523.0,25-34 years old
57231,USA,Master’s degree,9.0,135000.0,25-34 years old
57233,USA,Master’s degree,46.0,155000.0,55-64 years old
57237,USA,Bachelor’s degree,5.0,125000.0,35-44 years old
57240,Canada,Master’s degree,10.0,83194.0,25-34 years old
57241,USA,Bachelor’s degree,30.0,125000.0,45-54 years old
57242,USA,Bachelor’s degree,5.0,105000.0,45-54 years old
57243,India,Bachelor’s degree,4.0,17801.0,25-34 years old
57244,USA,Bachelor’s degree,28.0,172500.0,45-54 years old
57246,USA,Less than a Bachelors,11.0,140000.0,25-34 years old
57248,Denmark,Less than a Bachelors,21.0,83364.0,45-54 years old
57249,USA,Master’s degree,24.0,200000.0,45-54 years old
57251,USA,Master’s degree,8.0,134000.0,35-44 years old
57252,USA,Bachelor’s degree,5.0,88000.0,25-34 years old
57253,New Zealand,Bachelor’s degree,25.0,74112.0,45-54 years old
57254,Pakistan,Bachelor’s degree,15.0,21012.0,35-44 years old
57256,Brazil,Less than a Bachelors,10.0,49476.0,35-44 years old
57259,USA,Less than a Bachelors,7.0,115000.0,25-34 years old
57263,Ukraine,Master’s degree,11.0,28800.0,25-34 years old
57267,India,Master’s degree,5.0,20943.0,25-34 years old
57268,Mexico,Less than a Bachelors,1.0,11650.0,25-34 years old
57271,USA,Bachelor’s degree,9.0,130000.0,35-44 years old
57272,USA,Bachelor’s degree,5.0,170000.0,25-34 years old
57273,USA,Less than a Bachelors,8.0,101000.0,25-34 years old
57274,India,Bachelor’s degree,3.0,22339.0,18-24 years old
57276,USA,Bachelor’s degree,44.0,150000.0,55-64 years old
57279,USA,Bachelor’s degree,5.0,130000.0,35-44 years old
57280,USA,Master’s degree,3.0,145000.0,35-44 years old
57281,USA,Bachelor’s degree,13.0,125000.0,35-44 years old
57283,India,Bachelor’s degree,7.0,21361.0,25-34 years old
57284,USA,Bachelor’s degree,4.0,103000.0,18-24 years old
57290,USA,Bachelor’s degree,10.0,120000.0,25-34 years old
57291,Germany,Bachelor’s degree,18.0,81074.0,35-44 years old
57292,USA,Bachelor’s degree,3.0,150000.0,25-34 years old
57296,Czech Republic,Bachelor’s degree,9.0,54564.0,35-44 years old
57297,USA,Master’s degree,7.0,123500.0,35-44 years old
57299,Canada,Less than a Bachelors,7.0,72606.0,35-44 years old
57303,Poland,Less than a Bachelors,3.0,45564.0,18-24 years old
57304,Australia,Bachelor’s degree,3.0,63469.0,25-34 years old
57306,USA,Bachelor’s degree,14.0,61880.0,35-44 years old
57309,USA,Less than a Bachelors,1.0,100000.0,25-34 years old
57311,USA,Bachelor’s degree,11.0,160000.0,25-34 years old
57313,USA,Bachelor’s degree,20.0,200000.0,35-44 years old
57315,Turkey,Bachelor’s degree,3.0,14796.0,25-34 years old
57318,USA,Bachelor’s degree,3.0,50000.0,25-34 years old
57320,USA,Master’s degree,1.0,90000.0,18-24 years old
57321,Australia,Bachelor’s degree,15.0,140300.0,35-44 years old
57324,India,Bachelor’s degree,1.0,10896.0,18-24 years old
57327,Germany,Bachelor’s degree,29.0,71345.0,45-54 years old
57330,USA,Less than a Bachelors,2.0,114000.0,18-24 years old
57331,Ukraine,Less than a Bachelors,1.0,19572.0,18-24 years old
57332,Norway,Bachelor’s degree,0.5,62040.0,25-34 years old
57338,USA,Bachelor’s degree,4.0,98000.0,25-34 years old
57341,USA,Bachelor’s degree,3.0,110000.0,25-34 years old
57342,Sweden,Less than a Bachelors,9.0,103092.0,25-34 years old
57344,USA,Bachelor’s degree,6.0,170000.0,25-34 years old
57350,Germany,Bachelor’s degree,5.0,77831.0,25-34 years old
57351,USA,Bachelor’s degree,40.0,150000.0,55-64 years old
57352,USA,Less than a Bachelors,18.0,140000.0,35-44 years old
57354,New Zealand,Bachelor’s degree,5.0,52390.0,25-34 years old
57355,USA,Bachelor’s degree,10.0,114000.0,25-34 years old
57359,USA,Bachelor’s degree,2.0,178000.0,18-24 years old
57360,Germany,Master’s degree,5.0,61616.0,25-34 years old
57362,Brazil,Bachelor’s degree,5.0,24744.0,25-34 years old
57364,Mexico,Bachelor’s degree,6.0,22620.0,25-34 years old
57370,Spain,Master’s degree,8.0,48644.0,35-44 years old
57372,Germany,Master’s degree,26.0,83236.0,45-54 years old
57373,Israel,Post grad,4.0,140088.0,35-44 years old
57374,India,Bachelor’s degree,5.0,21641.0,25-34 years old
